TS_LOAD,SYS_DESC,VEH_SER_NO,OPR_NAME
10-Mar-17,Cab Conveyor / Monorail,TNY179,Cab Upload
10-Mar-17,Hood Conveyor,MRI015,Hood Upload
10-Mar-17,OMT Offline Tracking,BEC741,Enter Offline
10-Mar-17,Cab Call Scan,QVS392,B Line
10-Mar-17,Assembly Line Tracker,XGW598,Pool 13 Start
10-Mar-17,Assembly Line Tracker,KQN543,Pool 13 Start
10-Mar-17,Paint Inspection,IQS845,PAINT
10-Mar-17,Hood Conveyor,HRY673,Hood Upload
10-Mar-17,U-BOLT,ELI075,Front U-Bolt
10-Mar-17,Cab Conveyer,PYH561,Cab Upload 2
10-Mar-17,Cab Conveyor / Monorail,PYH561,Cab Upload
10-Mar-17,STVMS Tracking Chassis Start,TQL981,Chassis Start
10-Mar-17,STVMS Tracking Chassis Start,KQN543,Chassis Start
10-Mar-17,STVMS Tracking Chassis Start,XGW598,Chassis Start
10-Mar-17,Hood Conveyor,AKC912,Hood Upload
10-Mar-17,Cab call scan,HZD382,A Line
10-Mar-17,U-BOLT,PEK163,Front U-Bolt
10-Mar-17,Cab Call Scan,WDM529,B Line
10-Mar-17,OMT Offline Tracking,TJV623,Enter Offline
10-Mar-17,Cab Conveyer,EPB160,Cab Upload 2
10-Mar-17,Cab Conveyor / Monorail,EPB160,Cab Upload
10-Mar-17,Paint Inspection,DTP539,PAINT
10-Mar-17,U-BOLT,SYB619,Front U-Bolt
10-Mar-17,Paint Inspection,IBA235,PAINT
10-Mar-17,Assembly Line Tracker,CNZ205,Pool 13 Start
10-Mar-17,Assembly Line Tracker,YDL247,Pool 13 Start
10-Mar-17,Cab call scan,XSF309,A Line
10-Mar-17,U-BOLT,CXD285,Front U-Bolt
10-Mar-17,Cab Conveyer,LWK693,Cab Upload 2
10-Mar-17,Cab Conveyor / Monorail,LWK693,Cab Upload
10-Mar-17,Paint Inspection,ZYA587,PAINT
10-Mar-17,Assembly Line Tracker,MQH836,Pool 13 Start
10-Mar-17,OMT Offline Tracking,DWK315,Enter Offline
10-Mar-17,STVMS Tracking Chassis Start,YDL247,Chassis Start
10-Mar-17,STVMS Tracking Chassis Start,CNZ205,Chassis Start
10-Mar-17,STVMS Tracking Chassis Start,MQH836,Chassis Start
10-Mar-17,Hood Conveyor,DTP539,Hood Upload
10-Mar-17,Paint Inspection,MBP046,PAINT
10-Mar-17,OMT Offline Tracking,NGC871,Enter Offline
10-Mar-17,Cab Call Scan,GMS924,B Line
10-Mar-17,U-BOLT,BEM390,Front U-Bolt
10-Mar-17,Assembly Line Tracker,MRI015,Pool 13 Start
10-Mar-17,Hood Conveyor,IQS845,Hood Upload
10-Mar-17,Cab Conveyer,QVS392,Cab Upload 2
10-Mar-17,Cab Conveyor / Monorail,QVS392,Cab Upload
10-Mar-17,Hood Conveyor,ZYA587,Hood Upload
10-Mar-17,STVMS Tracking Chassis Start,MRI015,Chassis Start
10-Mar-17,Paint Inspection,BRL042,PAINT
10-Mar-17,Cab call scan,ITO673,A Line
10-Mar-17,Hood Conveyor,IBA235,Hood Upload
10-Mar-17,Cab Conveyer,WDM529,Cab Upload 2
10-Mar-17,Cab Conveyor / Monorail,WDM529,Cab Upload
10-Mar-17,Paint Inspection,FHL057,PAINT
10-Mar-17,OMT Offline Tracking,LNY482,Enter Offline
10-Mar-17,U-BOLT,ETO603,Front U-Bolt
10-Mar-17,Cab Call Scan,QME682,B Line
10-Mar-17,Cab Conveyer,HZD382,Cab Upload 2
10-Mar-17,Cab Conveyor / Monorail,HZD382,Cab Upload
10-Mar-17,Hood Conveyor,MBP046,Hood Upload
10-Mar-17,Assembly Line Tracker,AKC912,Pool 13 Start
10-Mar-17,Assembly Line Tracker,HRY673,Pool 13 Start
10-Mar-17,Paint Inspection,LMN504,PAINT
10-Mar-17,Cab in white conveyer,PMG926,CIW upload
10-Mar-17,Cab call scan,YPV702,A Line
10-Mar-17,U-BOLT,RCF947,Front U-Bolt
10-Mar-17,Cab Conveyer,XSF309,Cab Upload 2
10-Mar-17,Cab Conveyor / Monorail,XSF309,Cab Upload
10-Mar-17,Cab in white conveyer,GOB710,CIW upload
10-Mar-17,Paint Inspection,TPG078,PAINT
10-Mar-17,Hood Conveyor,FHL057,Hood Upload
10-Mar-17,OMT Offline Tracking,UJB305,Enter Offline
10-Mar-17,OMT Offline Tracking,KWT597,Enter Offline
10-Mar-17,U-BOLT,ALP937,Front U-Bolt
10-Mar-17,Cab Call Scan,FTO836,B Line
10-Mar-17,Hood Conveyor,BRL042,Hood Upload
10-Mar-17,Paint Inspection,XPR275,PAINT
10-Mar-17,Cab in white conveyer,QDR380,CIW upload
10-Mar-17,Cab Conveyer,GMS924,Cab Upload 2
10-Mar-17,Cab Conveyor / Monorail,GMS924,Cab Upload
10-Mar-17,OMT Offline Tracking,TFU306,Enter Offline
10-Mar-17,Assembly Line Tracker,DTP539,Pool 13 Start
10-Mar-17,OMT Offline Tracking,CQO892,Enter Offline
10-Mar-17,Cab call scan,SGN329,A Line
10-Mar-17,OMT Offline Tracking,TGJ401,Enter Offline
10-Mar-17,Cab in white conveyer,CSW718,CIW upload
10-Mar-17,Paint Inspection,GYI954,PAINT
10-Mar-17,U-BOLT,CSD174,Front U-Bolt
10-Mar-17,OMT Offline Tracking,ULN810,Enter Offline
10-Mar-17,STVMS Tracking Chassis Start,HRY673,Chassis Start
10-Mar-17,STVMS Tracking Chassis Start,AKC912,Chassis Start
10-Mar-17,STVMS Tracking Chassis Start,DTP539,Chassis Start
10-Mar-17,STVMS Tracking Chassis Start,IQS845,Chassis Start
10-Mar-17,STVMS Tracking Chassis Start,ZYA587,Chassis Start
10-Mar-17,Cab Conveyer,ITO673,Cab Upload 2
10-Mar-17,Cab Conveyor / Monorail,ITO673,Cab Upload
10-Mar-17,Hood Conveyor,LMN504,Hood Upload
10-Mar-17,Cab Call Scan,SLP187,B Line
10-Mar-17,Cab Conveyor / Monorail,QME682,Cab Upload
10-Mar-17,Cab Conveyer,QME682,Cab Upload 2
10-Mar-17,U-BOLT,TPD286,Front U-Bolt
10-Mar-17,Hood Conveyor,TPG078,Hood Upload
10-Mar-17,Paint Inspection,EUL768,PAINT
10-Mar-17,Cab in white conveyer,ZPW452,CIW upload
10-Mar-17,OMT Offline Tracking,OIF375,Enter Offline
10-Mar-17,OMT Offline Tracking,OIF375,Sold
10-Mar-17,Cab Conveyer,FTO836,Cab Upload 2
10-Mar-17,Cab Conveyor / Monorail,FTO836,Cab Upload
10-Mar-17,Cab call scan,OQA530,A Line
10-Mar-17,Cab in white conveyer,MHU637,CIW upload
10-Mar-17,Paint Inspection,YTP390,PAINT
10-Mar-17,Hood Conveyor,XPR275,Hood Upload
10-Mar-17,OMT Offline Tracking,FNG604,Enter Offline
10-Mar-17,STVMS Tracking Chassis Start,IBA235,Chassis Start
10-Mar-17,STVMS Tracking Chassis Start,MBP046,Chassis Start
10-Mar-17,Hood Conveyor,EUL768,Hood Upload
10-Mar-17,U-BOLT,JYI091,Front U-Bolt
10-Mar-17,Cab Conveyer,YPV702,Cab Upload 2
10-Mar-17,Cab Conveyor / Monorail,YPV702,Cab Upload
10-Mar-17,Cab in white conveyer,USH564,CIW upload
10-Mar-17,Paint Inspection,SOU593,PAINT
10-Mar-17,U-BOLT,TQL981,Front U-Bolt
10-Mar-17,Hood Conveyor,GYI954,Hood Upload
10-Mar-17,Cab in white conveyer,LZA034,CIW upload
10-Mar-17,Paint Inspection,EJO928,PAINT
10-Mar-17,Cab in white conveyer,OXE951,CIW upload
10-Mar-17,OMT Offline Tracking,NVM832,Enter Offline
10-Mar-17,U-BOLT,KQN543,Front U-Bolt
10-Mar-17,Hood Conveyor,YTP390,Hood Upload
10-Mar-17,Cab call scan,EQK798,A Line
10-Mar-17,Cab Conveyer,SLP187,Cab Upload 2
10-Mar-17,Cab Conveyor / Monorail,SLP187,Cab Upload
10-Mar-17,STVMS Tracking Chassis Start,FHL057,Chassis Start
10-Mar-17,STVMS Tracking Chassis Start,BRL042,Chassis Start
10-Mar-17,Assembly Line Tracker,BRL042,Pool 13 Start
10-Mar-17,Assembly Line Tracker,FHL057,Pool 13 Start
10-Mar-17,Assembly Line Tracker,MBP046,Pool 13 Start
10-Mar-17,Assembly Line Tracker,IBA235,Pool 13 Start
10-Mar-17,Assembly Line Tracker,ZYA587,Pool 13 Start
10-Mar-17,Assembly Line Tracker,IQS845,Pool 13 Start
10-Mar-17,Cab in white conveyer,DZO637,CIW upload
10-Mar-17,U-BOLT,XGW598,Front U-Bolt
10-Mar-17,Paint Inspection,IXM739,PAINT
10-Mar-17,OMT Offline Tracking,YKZ247,Enter Offline
10-Mar-17,Assembly Line Tracker,LMN504,Pool 13 Start
10-Mar-17,Cab Call Scan,DFZ024,B Line
10-Mar-17,Cab Conveyer,SGN329,Cab Upload 2
10-Mar-17,Cab Conveyor / Monorail,SGN329,Cab Upload
10-Mar-17,STVMS Tracking Chassis Start,LMN504,Chassis Start
10-Mar-17,Cab in white conveyer,CJQ075,CIW upload
10-Mar-17,Hood Conveyor,WXK853,Hood Upload
10-Mar-17,Paint Inspection,HMJ710,PAINT
10-Mar-17,U-BOLT,YDL247,Front U-Bolt
10-Mar-17,Cab Conveyer,OQA530,Cab Upload 2
10-Mar-17,Cab Conveyor / Monorail,OQA530,Cab Upload
10-Mar-17,Cab call scan,GDU671,A Line
10-Mar-17,OMT Offline Tracking,MBF976,Enter Offline
10-Mar-17,Cab Call Scan,TGS974,B Line
10-Mar-17,Cab in white conveyer,LOF143,CIW upload
10-Mar-17,Paint Inspection,MVW427,PAINT
10-Mar-17,STVMS Tracking Chassis Start,TPG078,Chassis Start
10-Mar-17,Hood Conveyor,SOU593,Hood Upload
10-Mar-17,U-BOLT,CNZ205,Front U-Bolt
10-Mar-17,Assembly Line Tracker,EUL768,Pool 13 Start
10-Mar-17,Assembly Line Tracker,XPR275,Pool 13 Start
10-Mar-17,OMT Offline Tracking,EGK921,Enter Offline
10-Mar-17,Assembly Line Tracker,TPG078,Pool 13 Start
10-Mar-17,Cab in white conveyer,CJQ075,CIW upload
10-Mar-17,Cab in white conveyer,LOF143,CIW upload
10-Mar-17,Cab call scan,PEK163,A Line
10-Mar-17,U-BOLT,MQH836,Front U-Bolt
10-Mar-17,OMT Offline Tracking,XYI250,Enter Offline
10-Mar-17,Assembly Line Tracker,YTP390,Pool 13 Start
10-Mar-17,Assembly Line Tracker,GYI954,Pool 13 Start
10-Mar-17,STVMS Tracking Chassis Start,XPR275,Chassis Start
10-Mar-17,Cab Call Scan,ELI075,B Line
10-Mar-17,U-BOLT,MRI015,Front U-Bolt
10-Mar-17,Cab Conveyer,EQK798,Cab Upload 2
10-Mar-17,Cab Conveyor / Monorail,EQK798,Cab Upload
10-Mar-17,Cab in white conveyer,RQJ940,CIW upload
10-Mar-17,Paint Inspection,AMZ845,PAINT
10-Mar-17,Hood Conveyor,IXM739,Hood Upload
10-Mar-17,Cab in white conveyer,JCM567,CIW upload
10-Mar-17,Cab Conveyer,DFZ024,Cab Upload 2
10-Mar-17,Cab Conveyor / Monorail,DFZ024,Cab Upload
10-Mar-17,Cab Conveyer,GDU671,Cab Upload 2
10-Mar-17,Cab Conveyor / Monorail,GDU671,Cab Upload
10-Mar-17,Cab in white conveyer,GFM783,CIW upload
10-Mar-17,STVMS Tracking Chassis Start,IFP328,Chassis Start
10-Mar-17,Cab Call Scan,BRL042,B Line
10-Mar-17,Cab call scan,ACM236,A Line
10-Mar-17,Hood Conveyor,JPU485,Hood Upload
10-Mar-17,Cab in white conveyer,ZIQ738,CIW upload
10-Mar-17,U-BOLT,PGY640,Rear U-Bolt
10-Mar-17,U-BOLT,PGY640,Front U-Bolt
10-Mar-17,Paint Inspection,UBJ603,PAINT
10-Mar-17,Cab Conveyer,IBA235,Cab Upload 2
10-Mar-17,Cab Conveyor / Monorail,IBA235,Cab Upload
10-Mar-17,STVMS Tracking Chassis Start,DKW659,Chassis Start
10-Mar-17,Cab Call Scan,TPG078,B Line
10-Mar-17,Assembly Line Tracker,JPU485,Pool 13 Start
10-Mar-17,Hood Conveyor,LEA891,Hood Upload
10-Mar-17,Cab in white conveyer,THO850,CIW upload
10-Mar-17,U-BOLT,FIX581,Front U-Bolt
10-Mar-17,U-BOLT,FIX581,Rear U-Bolt
10-Mar-17,Cab Conveyer,FHL057,Cab Upload 2
10-Mar-17,Cab Conveyor / Monorail,FHL057,Cab Upload
10-Mar-17,STVMS Tracking Chassis Start,JPU485,Chassis Start
10-Mar-17,Assembly Line Tracker,LEA891,Pool 13 Start
10-Mar-17,Hood Conveyor,SIW958,Hood Upload
10-Mar-17,OMT Offline Tracking,CVE258,Enter Offline
10-Mar-17,Cab in white conveyer,EZQ530,CIW upload
10-Mar-17,U-BOLT,UHP854,Rear U-Bolt
10-Mar-17,Hood Conveyor,OSR174,Hood Upload
10-Mar-17,OMT Offline Tracking,BEM390,Enter Offline
10-Mar-17,OMT Offline Tracking,BEM390,Sold
10-Mar-17,Assembly Line Tracker,SIW958,Pool 13 Start
10-Mar-17,Paint Inspection,JYL728,PAINT
10-Mar-17,Cab Conveyer,MBP046,Cab Upload 2
10-Mar-17,Cab Conveyor / Monorail,MBP046,Cab Upload
10-Mar-17,STVMS Tracking Chassis Start,LEA891,Chassis Start
10-Mar-17,U-BOLT,UHP854,Front U-Bolt
10-Mar-17,Cab Call Scan,EUL768,B Line
10-Mar-17,U-BOLT,UHP854,Rear U-Bolt
10-Mar-17,Hood Conveyor,USD901,Hood Upload
10-Mar-17,Cab in white conveyer,ARS065,CIW upload
10-Mar-17,Cab call scan,XPR275,A Line
10-Mar-17,Assembly Line Tracker,OSR174,Pool 13 Start
10-Mar-17,STVMS Tracking Chassis Start,SIW958,Chassis Start
10-Mar-17,Hood Conveyor,CQU695,Hood Upload
10-Mar-17,OMT Offline Tracking,SYB619,Enter Offline
10-Mar-17,OMT Offline Tracking,ETO603,Enter Offline
10-Mar-17,U-BOLT,CSM507,Front U-Bolt
10-Mar-17,Cab Conveyer,BRL042,Cab Upload 2
10-Mar-17,Cab Conveyor / Monorail,BRL042,Cab Upload
10-Mar-17,U-BOLT,MGF879,Front U-Bolt
10-Mar-17,STVMS Tracking Chassis Start,OSR174,Chassis Start
10-Mar-17,Cab Call Scan,YTP390,B Line
10-Mar-17,U-BOLT,MGF879,Rear U-Bolt
10-Mar-17,Hood Conveyor,WBH162,Hood Upload
10-Mar-17,STVMS Tracking Chassis Start,USD901,Chassis Start
10-Mar-17,Cab call scan,GYI954,A Line
10-Mar-17,Cab Conveyer,ACM236,Cab Upload 2
10-Mar-17,Cab Conveyor / Monorail,ACM236,Cab Upload
10-Mar-17,Assembly Line Tracker,USD901,Pool 13 Start
10-Mar-17,U-BOLT,PRA475,Front U-Bolt
10-Mar-17,OMT Offline Tracking,ALP937,Enter Offline
10-Mar-17,Hood Conveyor,TYA561,Hood Upload
10-Mar-17,Cab Conveyer,TPG078,Cab Upload 2
10-Mar-17,Cab Conveyor / Monorail,TPG078,Cab Upload
10-Mar-17,Cab in white conveyer,LED479,CIW upload
10-Mar-17,OMT Offline Tracking,RCF947,Enter Offline
10-Mar-17,U-BOLT,QFW209,Front U-Bolt
10-Mar-17,Cab Conveyer,XPR275,Cab Upload 2
10-Mar-17,Cab Conveyor / Monorail,XPR275,Cab Upload
10-Mar-17,Assembly Line Tracker,CQU695,Pool 13 Start
10-Mar-17,Cab call scan,WXK853,A Line
10-Mar-17,Hood Conveyor,DVM139,Hood Upload
10-Mar-17,U-BOLT,QFW209,Rear U-Bolt
10-Mar-17,STVMS Tracking Chassis Start,CQU695,Chassis Start
10-Mar-17,Cab in white conveyer,YBJ023,CIW upload
10-Mar-17,Hood Conveyor,GPJ498,Hood Upload
10-Mar-17,U-BOLT,SZP362,Front U-Bolt
10-Mar-17,Cab Call Scan,IXM739,B Line
10-Mar-17,Paint Inspection,DUT829,PAINT
10-Mar-17,Cab Conveyer,EUL768,Cab Upload 2
10-Mar-17,Cab Conveyor / Monorail,EUL768,Cab Upload
10-Mar-17,STVMS Tracking Chassis Start,WBH162,Chassis Start
10-Mar-17,OMT Offline Tracking,CSD174,Enter Offline
10-Mar-17,Hood Conveyor,UBJ603,Hood Upload
10-Mar-17,Assembly Line Tracker,WBH162,Pool 13 Start
10-Mar-17,Cab in white conveyer,UWT728,CIW upload
10-Mar-17,OMT Offline Tracking,TPD286,Enter Offline
10-Mar-17,Cab call scan,SOU593,A Line
10-Mar-17,U-BOLT,BIP389,Rear U-Bolt
10-Mar-17,Hood Conveyor,JYL728,Hood Upload
10-Mar-17,Cab Conveyer,GYI954,Cab Upload 2
10-Mar-17,Cab Conveyor / Monorail,GYI954,Cab Upload
10-Mar-17,U-BOLT,TUQ327,Rear U-Bolt
10-Mar-17,Assembly Line Tracker,TYA561,Pool 13 Start
10-Mar-17,U-BOLT,TUQ327,Front U-Bolt
10-Mar-17,Cab Call Scan,HMJ710,B Line
10-Mar-17,Paint Inspection,OTS758,PAINT
10-Mar-17,Cab Conveyer,WXK853,Cab Upload 2
10-Mar-17,Cab Conveyor / Monorail,WXK853,Cab Upload
10-Mar-17,STVMS Tracking Chassis Start,TYA561,Chassis Start
10-Mar-17,OMT Offline Tracking,TQL981,Enter Offline
10-Mar-17,Hood Conveyor,OTS758,Hood Upload
10-Mar-17,OMT Offline Tracking,JYI091,Enter Offline
10-Mar-17,OMT Offline Tracking,JYI091,Sold
10-Mar-17,Paint Inspection,NUR218,PAINT
10-Mar-17,Cab call scan,EJO928,A Line
10-Mar-17,Cab in white conveyer,ICB356,CIW upload
10-Mar-17,Assembly Line Tracker,GPJ498,Pool 13 Start
10-Mar-17,Assembly Line Tracker,DVM139,Pool 13 Start
10-Mar-17,Cab Conveyer,YTP390,Cab Upload 2
10-Mar-17,Cab Conveyor / Monorail,YTP390,Cab Upload
10-Mar-17,U-BOLT,SVP127,Rear U-Bolt
10-Mar-17,Paint Inspection,XWK825,PAINT
10-Mar-17,Cab in white conveyer,MPE786,CIW upload
10-Mar-17,STVMS Tracking Chassis Start,DVM139,Chassis Start
10-Mar-17,Hood Conveyor,NUR218,Hood Upload
10-Mar-17,Hood Conveyor,XWK825,Hood Upload
10-Mar-17,Cab Conveyer,SOU593,Cab Upload 2
10-Mar-17,Cab Conveyor / Monorail,SOU593,Cab Upload
10-Mar-17,Paint Inspection,KSP816,PAINT
10-Mar-17,U-BOLT,ELJ539,Front U-Bolt
10-Mar-17,OMT Offline Tracking,KQN543,Enter Offline
10-Mar-17,Cab call scan,AMZ845,A Line
10-Mar-17,Hood Conveyor,KSP816,Hood Upload
10-Mar-17,STVMS Tracking Chassis Start,GPJ498,Chassis Start
10-Mar-17,Assembly Line Tracker,UBJ603,Pool 13 Start
10-Mar-17,Paint Inspection,OTX594,PAINT
10-Mar-17,Cab Call Scan,MVW427,B Line
10-Mar-17,Cab Conveyer,IXM739,Cab Upload 2
10-Mar-17,Cab Conveyor / Monorail,IXM739,Cab Upload
10-Mar-17,Cab in white conveyer,GSF615,CIW upload
10-Mar-17,Hood Conveyor,OTX594,Hood Upload
10-Mar-17,U-BOLT,IFP328,Front U-Bolt
10-Mar-17,Assembly Line Tracker,OTS758,Pool 13 Start
10-Mar-17,Assembly Line Tracker,JYL728,Pool 13 Start
10-Mar-17,Cab Conveyer,EJO928,Cab Upload 2
10-Mar-17,Cab Conveyor / Monorail,EJO928,Cab Upload
10-Mar-17,STVMS Tracking Chassis Start,UBJ603,Chassis Start
10-Mar-17,OMT Offline Tracking,XGW598,Enter Offline
10-Mar-17,OMT Offline Tracking,XGW598,Sold
10-Mar-17,U-BOLT,DKW659,Rear U-Bolt
10-Mar-17,OMT Offline Tracking,CNZ205,Enter Offline
10-Mar-17,Cab in white conveyer,QPC953,CIW upload
10-Mar-17,Assembly Line Tracker,NUR218,Pool 13 Start
10-Mar-17,U-BOLT,DKW659,Front U-Bolt
10-Mar-17,Cab Call Scan,HQD748,B Line
10-Mar-17,Cab Conveyer,HMJ710,Cab Upload 2
10-Mar-17,Cab Conveyor / Monorail,HMJ710,Cab Upload
10-Mar-17,STVMS Tracking Chassis Start,JYL728,Chassis Start
10-Mar-17,Assembly Line Tracker,XWK825,Pool 13 Start
10-Mar-17,Cab call scan,VQD376,A Line
10-Mar-17,Cab in white conveyer,SYA283,CIW upload
10-Mar-17,U-BOLT,JPU485,Front U-Bolt
10-Mar-17,U-BOLT,JPU485,Rear U-Bolt
10-Mar-17,Paint Inspection,LVP764,PAINT
10-Mar-17,STVMS Tracking Chassis Start,OTS758,Chassis Start
10-Mar-17,Cab in white conveyer,PVZ436,CIW upload
10-Mar-17,Cab Conveyer,MVW427,Cab Upload 2
10-Mar-17,Cab Conveyor / Monorail,MVW427,Cab Upload
10-Mar-17,U-BOLT,LEA891,Front U-Bolt
10-Mar-17,Cab call scan,QJP284,A Line
10-Mar-17,OMT Offline Tracking,MQH836,Enter Offline
10-Mar-17,Cab Conveyer,AMZ845,Cab Upload 2
10-Mar-17,Cab Conveyor / Monorail,AMZ845,Cab Upload
10-Mar-17,Hood Conveyor,LVP764,Hood Upload
10-Mar-17,STVMS Tracking Chassis Start,NUR218,Chassis Start
10-Mar-17,Paint Inspection,TPJ583,PAINT
10-Mar-17,Cab in white conveyer,JKZ317,CIW upload
10-Mar-17,Cab Call Scan,ZHB578,B Line
10-Mar-17,Paint Inspection,HBM615,PAINT
10-Mar-17,OMT Offline Tracking,HRY673,Enter Offline
10-Mar-17,U-BOLT,SIW958,Front U-Bolt
10-Mar-17,Assembly Line Tracker,OTX594,Pool 13 Start
10-Mar-17,Assembly Line Tracker,KSP816,Pool 13 Start
10-Mar-17,Cab Conveyer,VQD376,Cab Upload 2
10-Mar-17,Cab Conveyor / Monorail,VQD376,Cab Upload
10-Mar-17,STVMS Tracking Chassis Start,XWK825,Chassis Start
10-Mar-17,Cab in white conveyer,VFR160,CIW upload
10-Mar-17,U-BOLT,OSR174,Front U-Bolt
10-Mar-17,Paint Inspection,JBQ468,PAINT
10-Mar-17,Cab Call Scan,FIX581,B Line
10-Mar-17,U-BOLT,OSR174,Rear U-Bolt
10-Mar-17,Cab call scan,PGY640,A Line
10-Mar-17,Cab Conveyer,HQD748,Cab Upload 2
10-Mar-17,Cab Conveyor / Monorail,HQD748,Cab Upload
10-Mar-17,OMT Offline Tracking,MRI015,Enter Offline
10-Mar-17,Paint Inspection,YHB831,PAINT
10-Mar-17,Cab in white conveyer,ZKY831,CIW upload
10-Mar-17,STVMS Tracking Chassis Start,KSP816,Chassis Start
10-Mar-17,Hood Conveyor,JBQ468,Hood Upload
10-Mar-17,Assembly Line Tracker,JBQ468,Pool 13 Start
10-Mar-17,Assembly Line Tracker,LVP764,Pool 13 Start
10-Mar-17,STVMS Tracking Top Station,JOM027,Top Station
10-Mar-17,STVMS Tracking Top Station,AJF195,Top Station
10-Mar-17,STVMS Tracking Top Station,DZV145,Top Station
10-Mar-17,STVMS Tracking Top Station,UBZ174,Top Station
10-Mar-17,STVMS Tracking Top Station,PMG926,Top Station
10-Mar-17,STVMS Tracking Top Station,GOB710,Top Station
10-Mar-17,STVMS Tracking Top Station,QDR380,Top Station
10-Mar-17,U-BOLT,USD901,Front U-Bolt
10-Mar-17,OMT Offline Tracking,AKC912,Enter Offline
10-Mar-17,U-BOLT,USD901,Rear U-Bolt
10-Mar-17,Hood Conveyor,TPJ583,Hood Upload
10-Mar-17,Assembly Line Tracker,QDR380,Pool 60 Start
10-Mar-17,Assembly Line Tracker,GOB710,Pool 60 Start
10-Mar-17,Assembly Line Tracker,PMG926,Pool 60 Start
10-Mar-17,Assembly Line Tracker,UBZ174,Pool 60 Start
10-Mar-17,Assembly Line Tracker,DZV145,Pool 60 Start
10-Mar-17,Assembly Line Tracker,AJF195,Pool 60 Start
10-Mar-17,Assembly Line Tracker,JOM027,Pool 60 Start
10-Mar-17,Cab in white conveyer,AYO527,CIW upload
10-Mar-17,Paint Inspection,QVP853,PAINT
10-Mar-17,Cab Conveyer,QJP284,Cab Upload 2
10-Mar-17,Cab Conveyor / Monorail,QJP284,Cab Upload
10-Mar-17,Cab call scan,UHP854,A Line
10-Mar-17,OMT Offline Tracking,DTP539,Enter Offline
10-Mar-17,Hood Conveyor,QVP853,Hood Upload
10-Mar-17,Cab in white conveyer,KNR831,CIW upload
10-Mar-17,U-BOLT,CQU695,Front U-Bolt
10-Mar-17,OMT Offline Tracking,IQS845,Enter Offline
10-Mar-17,Cab Conveyer,ZHB578,Cab Upload 2
10-Mar-17,Cab Conveyor / Monorail,ZHB578,Cab Upload
10-Mar-17,Assembly Line Tracker,TPJ583,Pool 13 Start
10-Mar-17,Hood Conveyor,YHB831,Hood Upload
10-Mar-17,Paint Inspection,XLW275,PAINT
10-Mar-17,Cab Call Scan,MGF879,B Line
10-Mar-17,U-BOLT,WBH162,Rear U-Bolt
10-Mar-17,U-BOLT,WBH162,Front U-Bolt
10-Mar-17,Hood Conveyor,KSX968,Hood Upload
10-Mar-17,Paint Inspection,YAP829,PAINT
10-Mar-17,U-BOLT,TMZ629,Front U-Bolt
10-Mar-17,STVMS Tracking Top Station,XFN395,Top Station
10-Mar-17,OMT Offline Tracking,OSR174,Enter Offline
10-Mar-17,Cab Conveyer,INW067,Cab Upload 2
10-Mar-17,Cab Conveyor / Monorail,INW067,Cab Upload
10-Mar-17,Cab Call Scan,DZV145,B Line
10-Mar-17,Assembly Line Tracker,QMA357,Pool 13 Start
10-Mar-17,Assembly Line Tracker,XFN395,Pool 60 Start
10-Mar-17,Assembly Line Tracker,FMU279,Pool 13 Start
10-Mar-17,Cab in white conveyer,KUR214,CIW upload
10-Mar-17,Hood Conveyor,XFN395,Hood Upload
10-Mar-17,U-BOLT,TMZ629,Rear U-Bolt
10-Mar-17,STVMS Tracking Top Station,TRL028,Top Station
10-Mar-17,Cab call scan,AJF195,A Line
10-Mar-17,STVMS Tracking Chassis Start,TEP325,Chassis Start
10-Mar-17,STVMS Tracking Chassis Start,NKE126,Chassis Start
10-Mar-17,STVMS Tracking Chassis Start,FMU279,Chassis Start
10-Mar-17,Assembly Line Tracker,TRL028,Pool 60 Start
10-Mar-17,U-BOLT,SNI285,Front U-Bolt
10-Mar-17,Hood Conveyor,TFX540,Hood Upload
10-Mar-17,OMT Offline Tracking,USD901,Enter Offline
10-Mar-17,Cab Conveyer,WTB963,Cab Upload 2
10-Mar-17,Cab Conveyor / Monorail,WTB963,Cab Upload
10-Mar-17,U-BOLT,SNI285,Rear U-Bolt
10-Mar-17,Cab in white conveyer,ILA012,CIW upload
10-Mar-17,Paint Inspection,ZIQ738,PAINT
10-Mar-17,Hood Conveyor,TRL028,Hood Upload
10-Mar-17,STVMS Tracking Top Station,TEP325,Top Station
10-Mar-17,Assembly Line Tracker,TEP325,Pool 60 Start
10-Mar-17,U-BOLT,PMN417,Front U-Bolt
10-Mar-17,Assembly Line Tracker,ERC382,Pool 13 Start
10-Mar-17,Cab Conveyer,NKM173,Cab Upload 2
10-Mar-17,Cab Conveyor / Monorail,NKM173,Cab Upload
10-Mar-17,Cab in white conveyer,FQP941,CIW upload
10-Mar-17,STVMS Tracking Top Station,NKE126,Top Station
10-Mar-17,Hood Conveyor,TEP325,Hood Upload
10-Mar-17,STVMS Tracking Chassis Start,QMA357,Chassis Start
10-Mar-17,Cab call scan,UBZ174,A Line
10-Mar-17,STVMS Tracking Chassis Start,ERC382,Chassis Start
10-Mar-17,STVMS Tracking Chassis Start,GQV369,Chassis Start
10-Mar-17,Assembly Line Tracker,NKE126,Pool 60 Start
10-Mar-17,Cab Call Scan,PMG926,B Line
10-Mar-17,Cab Conveyer,JOM027,Cab Upload 2
